name,website,root_domain,federal_state,profil,domain,mx_records,ips,asn,smtp_banner
Rathaus,"https://www.heidelberg.de/hd,Lde/HD/Rathaus.html",heidelberg.de,Baden-Wuerttemberg,rathaus,heidelberg.de,"['mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.korb.de/de/politik-verwaltung/rathaus,korb.de,Baden-Wuerttemberg,rathaus,korb.de,"['mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Staig,http://www.staig.de,staig.de,Baden-Wuerttemberg,rathaus,staig.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Haueneberstein,https://www.baden-baden.de/de/buergerservice/c/content/contentstadt/lebenslage/amt/00035/index.html&nav=77,baden-baden.de,Baden-Wuerttemberg,rathaus,baden-baden.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Wannweil,https://wannweil.de/,wannweil.de,Baden-Wuerttemberg,rathaus,wannweil.de,"['mx00.ionos.de', 'mx01.ionos.de']","['217.72.192.67', '212.227.15.41']","[{'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'WEBDE1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}]","['554-kundenserver.de (mxeue002) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MT8SF-1vpfq11HHL-00V0dN\r\n', '554-kundenserver.de (mxeue101) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MzjC3-1vRpYB1J2H-00sXNL\r\n']"
Rathaus,https://www.hirrlingen.de/,hirrlingen.de,Baden-Wuerttemberg,rathaus,hirrlingen.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Gemeinde Auggen Rathaus,https://www.auggen.de/index.php?article_id=4,auggen.de,Baden-Wuerttemberg,rathaus,auggen.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Ortschaftsverwaltung Rüsselhausen,https://www.ruesselhausen.info,ruesselhausen.info,Baden-Wuerttemberg,rathaus,ruesselhausen.info,['mail.ruesselhausen.info'],['213.133.105.131'],"[{'asn': '24940', 'asn_org': 'HETZNER-AS, DE', 'network': 'HETZNER-RZ-NBG-NET'}]",['220 dedi4183.your-server.de Exim ESMTP Service ready\r\n']
Bezirksamt Mühlhausen,https://www.stuttgart.de/item/show/197827,stuttgart.de,Baden-Wuerttemberg,rathaus,stuttgart.de,"['x104s32.stuttgart.de', 'x104s31.stuttgart.de']","['91.208.45.182', '91.208.45.186']","[{'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'LHS-Stuttgart'}, {'asn': '3209', 'asn_org': 'VODANET International IP-Backbone of Vodafone, DE', 'network': 'LHS-Stuttgart'}]","['220 x104s32.stuttgart.de ESMTP Postfix (Debian/GNU)\r\n', '220 x104s31.stuttgart.de ESMTP Postfix (Debian/GNU)\r\n']"
Rathaus Oberriexingen,https://www.oberriexingen.de/,oberriexingen.de,Baden-Wuerttemberg,rathaus,oberriexingen.de,"['mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Jestetten,https://www.jestetten.de/,jestetten.de,Baden-Wuerttemberg,rathaus,jestetten.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Kürnbach,https://www.kuernbach.de/,kuernbach.de,Baden-Wuerttemberg,rathaus,kuernbach.de,"['d339658.a.ess.de.barracudanetworks.com', 'd339658.b.ess.de.barracudanetworks.com']","['18.185.115.252', '18.185.115.251', '18.185.115.250']","[{'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}, {'asn': '16509', 'asn_org': 'AMAZON-02 - Amazon.com, Inc., US', 'network': 'AMAZO-ZFRA'}]","['220 mail.ess.de.barracuda.com ESMTP (mx-inbound12-88.eu-central-1a.ess.aws)\r\n', '220 mail.ess.de.barracuda.com ESMTP (mx-inbound46-41.eu-central-1c.ess.aws)\r\n']"
Rathaus Öschingen,https://www.moessingen.de/de/Stadt-Buerger/Rathaus/Stadtverwaltung/Ortschaftsverwaltung-oeschingen,moessingen.de,Baden-Wuerttemberg,rathaus,moessingen.de,"['mx8.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Owen,https://www.owen.de/,owen.de,Baden-Wuerttemberg,rathaus,owen.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.dornstadt.de/,dornstadt.de,Baden-Wuerttemberg,rathaus,dornstadt.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Verwaltungsstelle Weiler,https://www.schorndorf.de/de/Rathaus/Dienstleistungen-A-Z/Dienstleistung?&view=publish&item=officeLocation&id=20,schorndorf.de,Baden-Wuerttemberg,rathaus,schorndorf.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Täferrot,https://www.taeferrot.de/,taeferrot.de,Baden-Wuerttemberg,rathaus,taeferrot.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Nerenstetten,https://nerenstetten.de,nerenstetten.de,Baden-Wuerttemberg,rathaus,nerenstetten.de,"['mx6.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Brigachtal,https://www.brigachtal.de/pb/start/Politik+_+Verwaltung/Rathaus.html,brigachtal.de,Baden-Wuerttemberg,rathaus,brigachtal.de,"['mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Gemeindeverwaltung Wört,https://www.gemeinde-woert.de/,gemeinde-woert.de,Baden-Wuerttemberg,rathaus,gemeinde-woert.de,"['mx7.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de', 'mx9.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.gemeinde-wangen.de/de/startseite/,gemeinde-wangen.de,Baden-Wuerttemberg,rathaus,gemeinde-wangen.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.huettlingen.de/,huettlingen.de,Baden-Wuerttemberg,rathaus,huettlingen.de,"['mx6.kvnbw.de', 'mx8kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.0.94.49', '194.59.36.35', '[Errno 11001] getaddrinfo failed']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, ""'[Errno 11001] getaddrinfo failed' does not appear to be an IPv4 or IPv6 address""]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '[Errno 11001] getaddrinfo failed', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Bruchsal,https://www.bruchsal.de/,bruchsal.de,Baden-Wuerttemberg,rathaus,bruchsal.de,"['mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Kandern,https://www.kandern.de/,kandern.de,Baden-Wuerttemberg,rathaus,kandern.de,"['mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Gemeinde Illmensee,https://www.illmensee.de/,illmensee.de,Baden-Wuerttemberg,rathaus,illmensee.de,"['mx8.kvnbw.de', 'mx9.kvnbw.de', 'mx7.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus Fleischwangen,https://gemeinde-fleischwangen.de/,gemeinde-fleischwangen.de,Baden-Wuerttemberg,rathaus,gemeinde-fleischwangen.de,"['mx00.ionos.de', 'mx01.ionos.de']","['217.72.192.67', '212.227.15.41']","[{'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'WEBDE1'}, {'asn': '8560', 'asn_org': 'IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE', 'network': 'ionos-inf'}]","['554-kundenserver.de (mxeue001) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1N1vNB-1vGtJj2NRJ-00vfxN\r\n', '554-kundenserver.de (mxeue101) Nemesis ESMTP Service not available\r\n554-No SMTP service\r\n554-IP address is block listed.\r\n554 For explanation visit https://postmaster.1und1.de/en/case?c=r0301&i=ip&v=84.150.214.212&r=1MEkZR-1wCpQ92OrL-00CIt0\r\n']"
Gemeindeverwaltung Königsheim,https://www.gemeinde-koenigsheim.de/,gemeinde-koenigsheim.de,Baden-Wuerttemberg,rathaus,gemeinde-koenigsheim.de,"['mx7.kvnbw.de', 'mx6.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Stadtverwaltung Bad Herrenalb,https://www.badherrenalb.de,badherrenalb.de,Baden-Wuerttemberg,rathaus,badherrenalb.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de', 'mx8.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n']"
Rathaus,https://www.elzach.de/rathaus/,elzach.de,Baden-Wuerttemberg,rathaus,elzach.de,"['mx8.kvnbw.de', 'mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Rathaus WT-Tiengen,https://www.waldshut-tiengen.de/,waldshut-tiengen.de,Baden-Wuerttemberg,rathaus,waldshut-tiengen.de,"['mx7.kvnbw.de', 'mx9.kvnbw.de', 'mx8.kvnbw.de', 'mx6.kvnbw.de']","['194.0.94.48', '194.59.36.34', '194.59.36.35', '194.0.94.49']","[{'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KIVBF'}, {'asn': '50964', 'asn_org': 'KOMM-ONE-AS, DE', 'network': 'KDRS'}]","['220 mx7.kvnbw.de ESMTP Postfix\r\n', '220 mx9.kvnbw.de ESMTP Postfix\r\n', '220 mx8.kvnbw.de ESMTP Postfix\r\n', '220 mx6.kvnbw.de ESMTP Postfix\r\n']"
Ortsverwaltung Reicholzheim,https://www.reicholzheim.de/,reicholzheim.de,Baden-Wuerttemberg,rathaus,reicholzheim.de,"['smtp-01.tld.t-online.de', 'smtp-02.tld.t-online.de']","['194.25.134.76', '194.25.134.12']","[{'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTOS-ULM-001'}, {'asn': '3320', 'asn_org': 'DTAG Internet service provider operations, DE', 'network': 'DTOS-ULM-001'}]","['554 IP=84.150.214.212 - Dialup/transient IP not allowed. Use a mailgateway or contact toda@rx.t-online.de if obsolete. (DIAL)\r\n', '554 IP=84.150.214.212 - Dialup/transient IP not allowed. Use a mailgateway or contact toda@rx.t-online.de if obsolete. (DIAL)\r\n']"
